name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state
Filip Arras,California State University – Bakersfield,Jr,Defender,6'1,175,,Melhus, Norway
Kevin Estrada,California State University – Bakersfield,R-Sr,Midfielder,5'8,160,,Richmond, Calif.
Dejan Aguilar,California State University – Bakersfield,So,Midfielder,5'8,150,,Santa Maria, Calif.
Curtis Miley,California State University – Bakersfield,So,Midfielder,6'0,180,,Howrah, Australia
Joey Velasquez,California State University – Bakersfield,Jr,Midfielder/Forward,5'8,140,,Manteca, Calif.
Nicko Molina,California State University – Bakersfield,Jr,Goalkeeper,6'3,180,,Nogales, Ariz.
Ben Erwin,California State University – Bakersfield,Jr,Defender,6'1,150,,Scottsdale, Ariz.
Jeshua Lombana,California State University – Bakersfield,Sr,Goalkeeper,6'1,160,,Bogota, Colombia
Oshea Foster,California State University – Bakersfield,Sr,Forward,5'9,165,,Pasadena, Calif.
Nils Heinrich,California State University – Bakersfield,So,Forward,6'0,175,,Erwitte, Germany
Nathan Jimenez,California State University – Bakersfield,Sr,Midfielder,5'7,140,,Visalia, Calif.
Eoin Kennedy,California State University – Fullerton,Fr,GK,6'2,180,Fordham Prep,Yonkers, N.Y.
Brandon  Limes,California State University – Fullerton,Gr,GK,6'1,190,Puyallup HS,Edgewood, Wash.
Roi Moskowitz,California State University – Fullerton,Fr,D,6'1,170,Homestead HS,Tel Aviv, Israel
Nick Relerford,California State University – Fullerton,Jr,D,5'9,160,Rancho Mirage HS,Thousand Palms, Calif.
Giovanni Gloria,California State University – Fullerton,Jr,D,6'2,165,Fria Laroverk,Malmo, Sweden
Julian Borja,California State University – Fullerton,Fr,D,5'11,155,Diamond Ranch HS,Ontario, Calif.
Matthew Sacristan,California State University – Fullerton,So,M,6'2,165,Laurel Springs International School,Madrid, Spain
Yanis Rucquois,California State University – Fullerton,So,M/F,5'10,165,Haute Ecole Bruxelles-Brabant,Brussels, Belgium
Matthias Heiland,California State University – Fullerton,Sr,M,5'10,160,Wilhelm - Bracke - Gesamtshule,Erfurt, Germany
Mario Carlos,California State University – Fullerton,Sr,F,6'0,155,Narbonne HS,Torrance, Calif.
Erick Serrano,California State University – Fullerton,Sr,M,5'6,140,Desert Mirage HS,Mecca, Calif.
Sulaiman Bah,California State University – Fullerton,Sr,F,5'9,160,Laguna Blanca HS,Bo Town, Sierra Leone
Tomas Barros,California State University – Fullerton,Jr,D,5'11,155,Escola Secundária Alberto Sampaio,Braga, Portugal
Mitch Williams,California State University – Fullerton,Fr,M/D,6'0,145,Lake Highlands HS,Dallas, Texas
Jedidiah  Griffin,California State University – Fullerton,Fr,F,5'10,170,Punahou HS,Honolulu, Hawaii
Fitz Williams,California State University – Fullerton,So,F,5'11,155,Neil McNeil Secondary School,Toronto, Canada
Aiden Bengard,California State University – Fullerton,Fr,D/M,6'1,175,Fullerton HS,Fullerton, Calif.
Fernando Valenzuela,California State University – Fullerton,So,M,5'9,140,Boca Raton HS,Boca Raton, Fla.
Cesar Aubour,California State University – Fullerton,R-Fr,M,5'9,145,Palisades Charter HS,Los Angeles, Calif.
Julian Varela,California State University – Fullerton,Jr,F,5'8,155,Walnut HS,Diamond Bar, Calif.
Jose de la Torre,California State University – Fullerton,Fr,M,5'7,155,Citrus Hill HS,Moreno Valley, Calif.
Avery Huggins,California State University – Fullerton,R-So,D,6'5,190,Basha HS,Chandler, Ariz.
Jonathan Grado,California State University – Fullerton,Sr,M,5'10,165,Anaheim HS,Anaheim, Calif.
Damian Espinoza,California State University – Fullerton,So,M,5'3,125,Adelanto HS,Adelanto, Calif.
Jalen Belong,California State University – Fullerton,Jr,D,6'2,175,Bartlesville HS,Bartlesville, Okla.
Justin  Zapata,California State University – Fullerton,Fr,D,5'9,140,Cathedral HS,Los Angeles, Calif.
Abraham Gutierrez,California State University – Fullerton,So,D,6'2,165,Baldwin Park HS,Baldwin Park, Calif.
Alix Soukup,California State University – Fullerton,R-Fr,M,5'6,120,Canoga Park HS,Canoga Park, Calif.
Roberto Ordonez,California State University – Fullerton,Sr,M,5'11,165,IDEA Toros College Prep,McAllen, Texas
Logan Mahoney,California State University – Fullerton,Fr,D,5'10,165,JSerra Catholic HS,Laguna Niguel, Calif.
Joshua Naumoff,California State University – Fullerton,Fr,GK,6'2,175,Central Catholic HS,Portland, Ore.
Jorge Quintero,California State University – Fullerton,Sr,M,5'10,140,Coachella Valley HS,Coachella, Calif.
Jose Mendiola,California State University – Northridge,Jr,Goalkeeper,6'2,185,,Sun Valley, CA
Dorian Drucks,California State University – Northridge,So,Goalkeeper,6'3,205,,Essen, Germany
Matthieu  Mayindu,California State University – Northridge,Sr,Defender,6'2,170,,Paris, France
"Deryk Jones, Jr.",California State University – Northridge,So,Defender,6'0,185,,Slidell, LA
Jake Shaked,California State University – Northridge,Jr,Defender,6'1,180,,Wannanup, Western Australia
JT Danks,California State University – Northridge,So,Defender,6'1,175,,Garden Grove, CA
Siddiq Lezzar,California State University – Northridge,Jr,Defender,6'0,165,,Houston, TX
Jorge Solorzano ,California State University – Northridge,So,Midfielder,5'9,145,,Palmdale, CA
Zack  Harris,California State University – Northridge,So,Midfielder,6'0,150,,Agoura Hills, CA
David Garcia,California State University – Northridge,Jr,Forward,6'1,170,,El Paso, TX
Arturo Reveles,California State University – Northridge,Jr,Midfielder,6'0,155,,North Las Vegas, NV
Marley Edwards,California State University – Northridge,Sr,Forward,5'10,160,,Chilliwack, B.C.
Emanuele Susi,California State University – Northridge,Fr,Defender,6'2,180,,Fossacesia, Italy
Matthieu  Fiadjoe,California State University – Northridge,Sr,Defender,5'10,160,,Paris, France
Eyifehn Forfor,California State University – Northridge,Jr,Midfielder/Forward,5'8,150,,Des Moines, IA
Enrique Pineda,California State University – Northridge,Jr,Forward,5'9,160,,Sylmar, CA
Ian Boras,California State University – Northridge,Fr,Defender,5'11,155,,Westlake, Village
Finn Werner,California State University – Northridge,Sr,Midfielder,6'3,195,,Bonn, Germany
Sebastian  Fuentes,California State University – Northridge,So,Forward,5'9,150,,Granada Hills, CA
Ryan Chu,California State University – Northridge,Fr,Goalkeeper,6'0,180,,Oak Park, CA
Tobias  Brücher,California State University – Northridge,Jr,Defender,5'8,160,,Furth, Germany
Boniface Fatohou,California State University – Northridge,Fr,Midfielder,5'8,160,,Manhattan, NY
Michael Blevins,California State University – Northridge,So,Midfielder,6'2,170,,Carson, CA
Carlo  Kettig,California State University – Northridge,So,Midfielder,6'1,185,,Friedberg, Germany
Jack Sherlock,California State University – Northridge,Fr,Forward,5'9,175,,Nottingham, England
Odin  Rosten,California State University – Northridge,Sr,Forward,5'10,160,,Fillmore, CA
Robert  Kaemmerer,California State University – Northridge,So,Midfielder,5'11,165,,Torrance, CA
Samahj Oyewo,California State University – Northridge,Fr,Defender,6'2,185,,Valencia, CA
Theom Samba,California State University – Northridge,Sr,Forward,5'11,150,,Paris, France
Demitrious Tanks,California State University – Northridge,Fr,Defender,6'1,185,,Los Alamitos, CA
Zion  Wagoner,California State University – Northridge,Sr,Forward,6'2,185,,Denver, CO
Merrick Cook,California State University – Northridge,So,Goalkeeper,6'2,205,,Cerritos, CA
Lucas Bost,California State University – Sacramento,So,Goalkeeper,6'1,190,,Rocklin, Calif.
Mac Learned,California State University – Sacramento,Sr,Goalkeeper,6'4,190,,Lincoln, Calif.
Gio Ceja,California State University – Sacramento,R-Fr,Defender,5'11,165,,Merced, Calif.
Stacy Holmes,California State University – Sacramento,R-Jr,Midfielder,6'0,154,,Elk Grove, Calif.
Bryan Gutierrez,California State University – Sacramento,Sr,Defender,6'0,170,,Sacramento, Calif.
Jhared Willcot,California State University – Sacramento,R-Jr,Forward,5'8,170,,Victorville, Calif.
Ali Sasankhah,California State University – Sacramento,Sr,Midfielder,6'2,185,,Sacramento, Calif.
Robert Willcot,California State University – Sacramento,So,Forward,5'10,175,,Victorville, Calif.
Axel Ramirez,California State University – Sacramento,Sr,Midfielder,5'9,148,,Merced, Calif.
Simon Vaca-Lorenzi,California State University – Sacramento,So,Forward,6'0,165,,Davis, Calif.
Hasan Alsakati,California State University – Sacramento,Jr,Midfielder,6'4,160,,Granite Bay, Calif.
Sean Battistessa,California State University – Sacramento,Fr,Defender / Midfielder,6'3,185,,Fair Oaks, Calif.
Hiroshi Yang,California State University – Sacramento,Fr,Midfielder,5'8,145,,Wheatland, Calif.
Silvestre Cahue,California State University – Sacramento,Fr,Defender,5'9,160,,Chicago, Ill.
Fernando Venegas,California State University – Sacramento,R-Fr,Defender,6'2,220,,Antelope, Calif.
Leonardo Martinez,California State University – Sacramento,Jr,Defender,5'7,160,,Biola, Calif.
Montgomery Carey,California State University – Sacramento,Fr,Forward,5'10,165,,Mountain House, Calif.
Ethan Kelly,California State University – Sacramento,Fr,Forward,6'2,180,,Rocklin, Calif.
Zach Castrence,California State University – Sacramento,Fr,Defender,5'9,150,,Rancho Cordova, Calif.
Zac Giles,California State University – Sacramento,So,Defender,5'7,142,,Lincoln, Calif.
Vincent Padilla,California State University – Sacramento,Fr,Midfielder,6'0,185,,Carlsbad, Calif.
Donovan Sessoms,California State University – Sacramento,So,Forward,5'10,170,,Antelope, Calif.
Justin Faison,California State University – Sacramento,Jr,Defender,5'10,170,,Huntington Beach, Calif.
Jonathan Dadzie,California State University – Sacramento,Fr,Defender,6'0,175,,Sacramento, Calif.
Angad Singh,California State University – Sacramento,Fr,Defender,6'2,180,,Elk Grove, Calif.
Lucas Gimenez,California State University – Sacramento,Jr,Defender,6'3,172,,Westminster, Calif.
Samuel Fomin,California State University – Sacramento,Fr,Midfielder,5'8,150,,San Ramon, Calif.
Edgar China,California State University – Sacramento,R-Fr,Goalkeeper,5'9,198,,Galt, Calif.
Luke Holdstock,Campbell University,Fr,GK,6'1,160,Green Level HS,Cary, N.C.
Samy Slimi,Campbell University,So,GK,6'2,175,Paris FC Academy,Boulogne-Billancourt, France
Lilian Fichelle,Campbell University,Fr,D,5'11,170,Racing Club de Lens,Attiches, France
Téva Lossec,Campbell University,Jr,D,5'10,160,Lycée La Croix Rouge,Lesneven, France
Daniel Osei-Tutu,Campbell University,Gr,M,5'10,150,Kumasi Academy,Kumasi, Ghana
Jake Roberts,Campbell University,So,D,6'1,175,Hopewell HS,Huntersville, N.C.
Lotem Ben Dov,Campbell University,Gr,M,6'3,180,Golda HS,Pekah Tikva, Israel
Tai-Reece Chisholm,Campbell University,Sr,M,5'11,150,Friary,Birmingham, England
Evans Dapaah,Campbell University,So,M,5'10,160,Manso Adubia Senior HS,Accra, Ghana
Ugo Bertelli,Campbell University,Jr,M,5'6,150,Lycée polyvalent Nelson Mandela,Marseille, France
Curtis De Leon,Campbell University,Sr,M,5'9,155,Leesville Road,Raleigh, N.C.
Emilio Garza,Campbell University,Jr,D,6'0,175,UVEG,Mexico City, Mexico
Kwame Kwakye,Campbell University,Fr,F,5'7,160,Montverde Academy,Accra, Ghana
Sam Roberson,Campbell University,So,F,6'0,175,The Steward School,Glen Allen, Virginia
Owen Mikoy,Campbell University,R-Sr,D,6'5,195,Fayette County,Atlanta, Ga.
Landon deLeeuw,Campbell University,Fr,F,5'8,155,Flower Mound HS,Flower Mound, Texas
Luc Lavielle,Campbell University,Fr,F,5'9,175,Apex HS,Cary, N.C.
Filipe Matos,Campbell University,So,M,5'7,150,Escola Secundária Artur Gonçalves,Riachos, Portugal
Carson Pina,Campbell University,Sr,D,5'10,175,Shattuck St. Mary's (Minn.),Seattle, Wash.
Ioannis Moros,Campbell University,Jr,M,5'8,150,Phoenix,Houston, Texas
Marco Wright,Campbell University,So,F,5'11,155,Gaston Day,Gastonia, N.C.
Ethan Roberts,Campbell University,Jr,F,6'1,170,Dripping Springs,Dripping Springs, Texas
Brogan Eastlack,Campbell University,Fr,D,6'0,170,Stephen Decatur HS,Ocean City, Md.
Samuel Valencia,Campbell University,So,M,5'10,160,Roswell,Roswell, Ga.
Gabe Zarate,Campbell University,Fr,D,6'0,170,Frank W. Cox HS,Virginia Beach, Va.
Max Leviton,Campbell University,Fr,GK,6'2,185,Colleyville Hertiage HS,Colleyville, Texas
Carter  Sewell,Canisius University,So,Goalkeeper,6'2,180,Bob Jones,Madison, Ala.
Alejandro Alanís,Canisius University,Fr,Goaltender,6'4,206,,Valle de Santiago, Mexico
Gael Arceo,Canisius University,So,Defender,5'9,155,Carl Sandburg,Orland Park, Ill.
Josh Miller,Canisius University,Jr,Defender,5'10,155,Cardinal Leger Secondary,Brampton, Ontario
Kodie Sarkodie,Canisius University,Sr,Defender,6'5,180,Union County Magnet,Union, N.J.
Riley Wagner,Canisius University,Gr,Defender,6'0,185,Starpoint,Pendelton, N.Y.
AJ Zarcone,Canisius University,So,Midfielder,6'1,165,Niagara Wheatfield,Wheatfield, N.Y.
Mason Petrucci,Canisius University,So,Forward,5'8,150,St. Francis Catholic Secondary,St. Catharines, Ontario
Dylan Rice,Canisius University,Sr,Forward/Midfield,6'0,200,Greece Athena,Rochester, N.Y.
Luke Szablewski,Canisius University,Gr,Forward,6'3,180,St. Mary's,Lancaster, N.Y.
Michael Switala,Canisius University,Jr,Midfielder,6'2,175,Maine South,Park Ridge, Ill.
Glodie Mata,Canisius University,Jr,Midfielder,5'10,160,Irondequoit,Kinshasa, Congo
Jason Hernandez,Canisius University,So,Defender,5'9,150,Napa,Napa, Calif.
Ely Sidibe,Canisius University,Sr,Forward,5'7,174,Nottingham,Syracuse, N.Y.
Kyle Pollard,Canisius University,Jr,Midfielder,5'11,155,Clarence,Clarence, N.Y.
Kevin Villacorta,Canisius University,So,Defender,5'8,145,Century High,Sykesville, Md.
Alberto Reyes,Canisius University,So,Midfielder,5'7,150,,New Canaan, Conn.
TJ Venti,Canisius University,Jr,Midfielder,5'8,160,Williamsville South,Williamsville, N.Y.
Sydney Aggrey,Canisius University,Fr,Forward,6'0,170,,Culpepper, Va.
Miles Wadiche,Canisius University,So,Midfielder,5'10,150,ASU Prep Academy,Birmingham, Ala.
Gianni Angaran,Canisius University,Fr,Midfielder,5'11,155,Vaughn SC,Toronto, Ontario
Griffen Dehm,Canisius University,Fr,Defender,5'7,152,,Baldwinsville, N.Y.
Romero Nicolazzo,Canisius University,Fr,Midfielder/Forward,5'9,164,,Beamsville, Ontario
Elliott  Weber,Canisius University,So,Defender,6'4,175,Williamsville South,Williamsville, N.Y.
Jack Petrie,Canisius University,Sr,Goalkeeper,6'1,170,Williamsville South,Williamsville, N.Y.
Kennan  King,Canisius University,So,Goalkeeper,5'8,155,Kentucky Country Day,Louisville, Ky.
Ben  Schmidt,Canisius University,So,Midfielder,5'6,145,Shattuck-St. Mary's,Lancaster, N.Y.
Edson Flores,Canisius University,So,Midfielder,5'8,145,FC United MLS Next,Chicago, Ill.
Mesafint Ellingson,Canisius University,Jr,Forward,5'7,150,Clinton,Clinton, N.Y.
Lucas Fontana,Chicago State University,Sr,Goal Keeper,5'10,,,Peoria, Illinois
Arijan Coralic,Chicago State University,So,Defender,6'3,,,Chicago, Illinois
Luis Leon,Chicago State University,Sr,Defender,6'1,,,Elgin, Illinois
Efrain Rivas,Chicago State University,Jr,Defender,5'7,,Guilford High School,Rockford, Illinois
Brayan Cuevas-Tapia,Chicago State University,Jr,Defender,5'8,,,Rockford, Illinois
Victor Herrera,Chicago State University,Fr,Midfielder,5'8,,,Houston, Texas
Bruno Baez,Chicago State University,Fr,Forward,5'8,,,White Plains, New York
Jaiye Sheppard,Chicago State University,Sr,Forward,5'6,,,Roxborough, Tobago
Bill Okumu,Chicago State University,Jr,Midfielder,5'11,,,Nairobi, Kenya
Yanis Debbarh,Chicago State University,Sr,Midfielder,5'11,,,Nimes, France
Shaquan Reid,Chicago State University,Sr,Defender,5'8,,Cornwall College,Montego Bay, Jamaica
Andres Bermudez,Chicago State University,Gr,Forward,5'8,,Viewmont High School,Farmington, Utah
Zephyn Brockert-Kress,Chicago State University,Jr,Defender,5'8,,,Farmington Hills, Michigan
Arafath Ouro-Gnao,Chicago State University,Sr,Forward,6'0,,United Township High School,Lomé, Togo
Owen Santos,Chicago State University,Sr,Midfielder,5'11,,,Lindenhurst, New York
Dasha Curiel,Chicago State University,So,Forward,5'7,,,Rockford, Illinois
Luka Assaf,Chicago State University,So,Midfielder,6'1,,,Metz, France
Jose Ibarra,Chicago State University,Sr,Defender,6'2,,Streamwood High School,Streamwood, Illinois
Salvador Medrano,Chicago State University,Fr,Midfielder,5'8,,,Chicago, Illinois
Aidan Lopez,Chicago State University,Fr,Forward,5'8,,,Waco, Texas
Aldo Jimenez,Chicago State University,So,Forward,5'11,,,Streamwood, Illinois
Hilary Odhiambo,Chicago State University,Jr,Forward,5'7,,,Nairobi, Kenya
Amani Amrani,Chicago State University,Sr,Midfielder,5'9,,,Kampala, Uganda
Donat Juhasz,Chicago State University,Sr,Defender,6'4,,,Törökbálint, Hungary
Danail Sergiev,Chicago State University,Sr,Forward,6'5,,Glenbrook South High School,Glenview, Illinois
Joshua Ceniceros,Chicago State University,Sr,Defender,6'4,,,Rockford, Illinois
Joseph Deitering,Chicago State University,Jr,Goal Keeper,6'4,,,Miller City, Ohio
Aiden Hollander,Chicago State University,Jr,,,,LB Bell,Fort Worth, Texas
Lucas Lainez,Chicago State University,So,,,,Egg Harbor,Egg Harbor, NJ
Maxx Peters,Chicago State University,So,,,,Valley Stream,Valley Stream, NY
Rylan Ross,Chicago State University,Jr,,,,,Chandler, AZ
Ryan Poling,Cleveland State University,Sr,Goalkeeper,6'0,170,Avon,Avon, Ohio
Anthony Calleri,Cleveland State University,Sr,Defender,5'9,170,Walsh Jesuit,Akron, Ohio
Uros Jevtic,Cleveland State University,Jr,Defender,6'0,161,Third Belgrade,Belgrade, Serbia
Caleb Trowbridge,Cleveland State University,So,Midfielder,5'10,160,Hunter Sports,Redhead, New South Wales
Lennart Heck,Cleveland State University,Fr,Defender,6'2,176,Mannesmann,Duisburg, Germany
Tom Mertz,Cleveland State University,Fr,Midfielder,6'2,160,Max-Weber-Schule,Baden-Wurttemberg, Germany
Marko Rimac,Cleveland State University,Sr,Forward,5'11,152,Saint Ignatius,Kirtland, Ohio
RC Schmeider,Cleveland State University,Sr,Midfielder,5'11,170,Aurora,Aurora, Ohio
Bojan Kolevski,Cleveland State University,Gr,Forward,5'10,165,Metodi Mitevski Brico,Skopje, North Macedonia
Josip Rimac,Cleveland State University,Jr,Forward,5'8,145,Saint Ignatius,Cleveland, Ohio
Stefan Velickovic,Cleveland State University,Fr,Defender,6'4,165,GlenOak,Canton, Ohio
Tristan Snaer Danielsson,Cleveland State University,Fr,Midfielder,5'7,133,Flensborgarskólinn,Hafnarfjordur, Iceland
Oskar von Esebek,Cleveland State University,Fr,Forward,6'1,183,Cesar Klein Schule,Ratekau, Germany
Isaac Ortega,Cleveland State University,Jr,Midfielder,5'6,150,Birmingham Community Charter,Van Nuys, Calif.
Matteo Correia,Cleveland State University,Fr,Forward,5'9,155,Northview Heights Secondary School,Toronto, Canada
Djordje Petrovic,Cleveland State University,Fr,Midfielder,6'2,176,Second Economic School,Belgrade, Serbia
Fefo Granados,Cleveland State University,Fr,Midfielder,5'11,170,Torremar,Guayaquil, Ecuador
Kyle Folds,Cleveland State University,Gr,Defender,6'2,180,Saint Ignatius,Berea, Ohio
William Wagner,Cleveland State University,Gr,Defender,6'1,170,Battlefield,Haymarket, Va.
Petar Janjetovic,Cleveland State University,So,Midfielder,5'11,165,Strongsville,Strongsville, Ohio
Paolo Roditti ,Cleveland State University,Jr,Midfielder,6'4,165,High Mowing,Miami, Fla.
Adrian Bravo-Sanchez,Cleveland State University,Fr,Defender,5'8,160,Lakewood Ranch,Lakewood Ranch, Fla.
Isaiah Wilson,Cleveland State University,So,Forward,5'9,145,Plant City,Plant City, Fla.
Quinn Groves,Cleveland State University,Sr,Defender,5'11,160,Hudson,Hudson, Ohio
Million Evans,Cleveland State University,So,Forward,5'8,160,Bay,Bay Village, Ohio
